@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}

@data
1340,'2018/05/21 00:16:40:446',9,1920,1777,1741,7
1341,'2018/05/21 00:16:40:446',9,1925,1782,1745,7
1342,'2018/05/21 00:16:40:514',9,1931,1785,1743,7
1343,'2018/05/21 00:16:40:574',9,1953,1786,1744,7
1344,'2018/05/21 00:16:40:574',9,1952,1787,1746,7
1345,'2018/05/21 00:16:40:624',9,1942,1786,1737,7
1346,'2018/05/21 00:16:40:691',9,1934,1777,1732,7
1347,'2018/05/21 00:16:40:754',9,1932,1767,1731,7
1348,'2018/05/21 00:16:40:754',9,1937,1765,1728,7
1349,'2018/05/21 00:16:40:823',9,1931,1765,1725,7
1350,'2018/05/21 00:16:40:869',9,1931,1766,1730,7
1351,'2018/05/21 00:16:40:938',9,1928,1765,1723,7
1352,'2018/05/21 00:16:40:938',9,1931,1761,1723,7
1353,'2018/05/21 00:16:41:009',9,1932,1759,1719,7
1354,'2018/05/21 00:16:41:009',9,1935,1755,1720,7
1355,'2018/05/21 00:16:41:056',9,1935,1756,1721,7
1356,'2018/05/21 00:16:41:112',9,1929,1754,1720,7
1357,'2018/05/21 00:16:41:189',9,1929,1754,1723,7
1358,'2018/05/21 00:16:41:189',9,1926,1756,1719,7
1359,'2018/05/21 00:16:41:245',9,1926,1752,1715,7
1360,'2018/05/21 00:16:41:300',9,1925,1747,1720,7
1361,'2018/05/21 00:16:41:301',9,1925,1749,1720,7
1362,'2018/05/21 00:16:41:367',9,1922,1751,1719,7
1363,'2018/05/21 00:16:41:427',9,1922,1748,1722,7
1364,'2018/05/21 00:16:41:481',9,1918,1753,1717,7
1365,'2018/05/21 00:16:41:481',9,1916,1748,1715,7
1366,'2018/05/21 00:16:41:560',9,1920,1747,1712,7
1367,'2018/05/21 00:16:41:609',9,1923,1747,1713,7
1368,'2018/05/21 00:16:41:609',9,1916,1749,1712,7
1369,'2018/05/21 00:16:41:667',9,1914,1748,1717,7
1370,'2018/05/21 00:16:41:743',9,1913,1751,1709,7
1371,'2018/05/21 00:16:41:743',9,1909,1747,1708,7
1372,'2018/05/21 00:16:41:795',9,1912,1746,1708,7
1373,'2018/05/21 00:16:41:848',9,1919,1746,1702,7
1374,'2018/05/21 00:16:41:924',9,1912,1745,1708,7
1375,'2018/05/21 00:16:41:924',9,1910,1745,1715,7
1376,'2018/05/21 00:16:41:979',9,1911,1747,1718,7
1377,'2018/05/21 00:16:42:044',9,1906,1750,1709,7
1378,'2018/05/21 00:16:42:044',9,1910,1746,1705,7
1379,'2018/05/21 00:16:42:101',9,1911,1746,1701,7
1380,'2018/05/21 00:16:42:219',9,1914,1743,1705,7
1381,'2018/05/21 00:16:42:219',9,1910,1746,1708,7
1382,'2018/05/21 00:16:42:219',9,1908,1747,1715,7
1383,'2018/05/21 00:16:42:274',9,1909,1750,1709,7
1384,'2018/05/21 00:16:42:341',9,1907,1748,1707,7
1385,'2018/05/21 00:16:42:342',9,1912,1749,1709,7
1386,'2018/05/21 00:16:42:407',9,1913,1754,1706,7
1387,'2018/05/21 00:16:42:475',9,1911,1753,1714,7
1388,'2018/05/21 00:16:42:475',9,1911,1756,1721,7
1389,'2018/05/21 00:16:42:543',9,1910,1757,1715,7
1390,'2018/05/21 00:16:42:591',9,1905,1754,1715,7
1391,'2018/05/21 00:16:42:648',9,1910,1752,1710,7
1392,'2018/05/21 00:16:42:648',9,1911,1751,1708,7
1393,'2018/05/21 00:16:42:714',9,1908,1747,1708,7
1394,'2018/05/21 00:16:42:774',9,1908,1747,1708,7
1395,'2018/05/21 00:16:42:774',9,1908,1747,1710,7
1396,'2018/05/21 00:16:42:828',9,1907,1750,1707,7
1397,'2018/05/21 00:16:42:885',9,1905,1749,1706,7
1398,'2018/05/21 00:16:42:947',9,1905,1747,1707,7
1399,'2018/05/21 00:16:42:947',9,1906,1748,1703,7
1400,'2018/05/21 00:16:43:005',9,1907,1747,1705,7
1401,'2018/05/21 00:16:43:050',9,1906,1748,1707,7
1402,'2018/05/21 00:16:43:111',9,1906,1748,1707,7
1403,'2018/05/21 00:16:43:112',9,1903,1750,1706,7
1404,'2018/05/21 00:16:43:181',9,1905,1752,1709,7
1405,'2018/05/21 00:16:43:244',9,1905,1755,1705,7
1406,'2018/05/21 00:16:43:244',9,1909,1756,1704,7
1407,'2018/05/21 00:16:43:306',9,1904,1755,1707,7
1408,'2018/05/21 00:16:43:377',9,1904,1752,1711,7
1409,'2018/05/21 00:16:43:377',9,1904,1753,1707,7
1410,'2018/05/21 00:16:43:431',9,1901,1752,1708,7
1411,'2018/05/21 00:16:43:498',9,1905,1752,1708,7
1412,'2018/05/21 00:16:43:501',9,1903,1752,1704,7
1413,'2018/05/21 00:16:43:571',9,1904,1751,1705,7
1414,'2018/05/21 00:16:43:643',9,1902,1752,1705,7
1415,'2018/05/21 00:16:43:643',9,1901,1749,1707,7
1416,'2018/05/21 00:16:43:694',9,1898,1750,1703,7
1417,'2018/05/21 00:16:43:762',9,1899,1749,1704,7
1418,'2018/05/21 00:16:43:762',9,1898,1749,1701,7
1419,'2018/05/21 00:16:43:807',9,1899,1748,1699,7
1420,'2018/05/21 00:16:43:865',9,1900,1749,1702,7
1421,'2018/05/21 00:16:43:932',9,1898,1748,1705,7
1422,'2018/05/21 00:16:43:933',9,1897,1748,1698,7
1423,'2018/05/21 00:16:43:988',9,1895,1746,1699,7
1424,'2018/05/21 00:16:44:039',9,1899,1745,1701,7
1425,'2018/05/21 00:16:44:108',9,1897,1744,1693,7
1426,'2018/05/21 00:16:44:171',9,1898,1742,1695,7
1427,'2018/05/21 00:16:44:171',9,1898,1744,1695,7
1428,'2018/05/21 00:16:44:243',9,1897,1744,1696,7
1429,'2018/05/21 00:16:44:343',9,1895,1745,1696,7
1430,'2018/05/21 00:16:44:343',9,1896,1745,1696,7
1431,'2018/05/21 00:16:44:343',9,1894,1745,1694,7
1432,'2018/05/21 00:16:44:552',9,1895,1744,1698,7
1433,'2018/05/21 00:16:44:552',9,1901,1745,1697,7
1434,'2018/05/21 00:16:44:552',9,1899,1744,1696,7
1435,'2018/05/21 00:16:44:612',9,1897,1743,1697,7
1436,'2018/05/21 00:16:44:613',9,1898,1745,1695,7
1437,'2018/05/21 00:16:44:613',9,1900,1755,1702,7
1438,'2018/05/21 00:16:44:732',9,1900,1758,1708,7
1439,'2018/05/21 00:16:44:733',9,1901,1760,1708,7
1440,'2018/05/21 00:16:44:733',9,1899,1758,1707,7
1441,'2018/05/21 00:16:44:746',9,1898,1756,1709,7
1442,'2018/05/21 00:16:44:853',9,1897,1756,1705,7
1443,'2018/05/21 00:16:44:853',9,1893,1750,1701,7
1444,'2018/05/21 00:16:57:402',10,1396,894,897,8
1445,'2018/05/21 00:16:57:456',10,1398,896,896,8
1446,'2018/05/21 00:16:57:463',10,1397,896,895,8
1447,'2018/05/21 00:16:57:526',10,1395,896,897,8
1448,'2018/05/21 00:16:57:601',10,1397,894,896,8
1449,'2018/05/21 00:16:57:601',10,1394,896,896,8
1450,'2018/05/21 00:16:57:686',10,1394,896,896,8
1451,'2018/05/21 00:16:57:686',10,1392,895,895,8
1452,'2018/05/21 00:16:57:736',10,1396,896,896,8
1453,'2018/05/21 00:16:57:803',10,1398,898,894,8
1454,'2018/05/21 00:16:57:855',10,1403,899,896,8
1455,'2018/05/21 00:16:57:855',10,1404,903,897,8
1456,'2018/05/21 00:16:57:908',10,1403,904,899,8
1457,'2018/05/21 00:16:57:985',10,1406,905,898,8
1458,'2018/05/21 00:16:58:050',10,1405,908,898,8
1459,'2018/05/21 00:16:58:050',10,1411,911,898,8
1460,'2018/05/21 00:16:58:100',10,1415,914,899,8
1461,'2018/05/21 00:16:58:170',10,1412,917,898,8
1462,'2018/05/21 00:16:58:170',10,1413,918,902,8
1463,'2018/05/21 00:16:58:237',10,1414,920,900,8
1464,'2018/05/21 00:16:58:302',10,1410,919,899,8
1465,'2018/05/21 00:16:58:302',10,1415,918,899,8
1466,'2018/05/21 00:16:58:372',10,1417,918,898,8
1467,'2018/05/21 00:16:58:372',10,1420,927,902,8
1468,'2018/05/21 00:16:58:452',10,1418,934,902,8
1469,'2018/05/21 00:16:58:501',10,1417,932,903,8
1470,'2018/05/21 00:16:58:557',10,1417,932,899,8
1471,'2018/05/21 00:16:58:557',10,1416,927,899,8
1472,'2018/05/21 00:16:58:634',10,1418,926,898,8
1473,'2018/05/21 00:16:58:698',10,1422,924,897,8
1474,'2018/05/21 00:16:58:698',10,1418,927,900,8
1475,'2018/05/21 00:16:58:769',10,1419,927,901,8
1476,'2018/05/21 00:16:58:818',10,1418,931,899,8
1477,'2018/05/21 00:16:58:818',10,1415,931,900,8
1478,'2018/05/21 00:16:58:872',10,1422,933,899,8
1479,'2018/05/21 00:16:58:956',10,1444,936,898,8
1480,'2018/05/21 00:16:58:956',10,1459,937,901,8
1481,'2018/05/21 00:16:59:035',10,1438,940,903,8
1482,'2018/05/21 00:16:59:036',10,1423,944,902,8
1483,'2018/05/21 00:16:59:088',10,1397,945,902,8
1484,'2018/05/21 00:16:59:141',10,1365,951,900,8
1485,'2018/05/21 00:16:59:152',10,1341,954,901,8
1486,'2018/05/21 00:16:59:219',10,1331,954,904,8
1487,'2018/05/21 00:16:59:296',10,1344,956,906,8
1488,'2018/05/21 00:16:59:297',10,1362,956,908,8
1489,'2018/05/21 00:16:59:366',10,1356,957,907,8
1490,'2018/05/21 00:16:59:366',10,1336,953,905,8
1491,'2018/05/21 00:16:59:432',10,1306,951,904,8
1492,'2018/05/21 00:16:59:499',10,1291,950,902,8
1493,'2018/05/21 00:16:59:546',10,1283,950,903,8
1494,'2018/05/21 00:16:59:550',10,1268,951,904,8
1495,'2018/05/21 00:16:59:620',10,1265,953,903,8
1496,'2018/05/21 00:16:59:620',10,1264,950,903,8
1497,'2018/05/21 00:16:59:727',10,1295,949,903,8
1498,'2018/05/21 00:16:59:727',10,1302,948,902,8
1499,'2018/05/21 00:16:59:784',10,1286,949,904,8
1500,'2018/05/21 00:16:59:866',10,1275,950,906,8
1501,'2018/05/21 00:16:59:866',10,1273,951,906,8
1502,'2018/05/21 00:16:59:919',10,1279,953,906,8
1503,'2018/05/21 00:16:59:985',10,1298,951,905,8
1504,'2018/05/21 00:16:59:985',10,1296,952,904,8
1505,'2018/05/21 00:17:00:057',10,1298,952,906,8
1506,'2018/05/21 00:17:00:057',10,1313,953,908,8
1507,'2018/05/21 00:17:00:137',10,1316,955,908,8
1508,'2018/05/21 00:17:00:180',10,1354,958,911,8
1509,'2018/05/21 00:17:00:180',10,1365,965,908,8
1510,'2018/05/21 00:17:00:252',10,1365,967,909,8
1511,'2018/05/21 00:17:00:316',10,1367,969,908,8
1512,'2018/05/21 00:17:00:316',10,1379,969,913,8
1513,'2018/05/21 00:17:00:385',10,1384,970,914,8
1514,'2018/05/21 00:17:00:448',10,1374,967,915,8
1515,'2018/05/21 00:17:00:449',10,1363,965,916,8
1516,'2018/05/21 00:17:00:524',10,1363,961,912,8
1517,'2018/05/21 00:17:00:597',10,1365,958,909,8
1518,'2018/05/21 00:17:00:597',10,1364,952,911,8
1519,'2018/05/21 00:17:00:670',10,1365,951,908,8
1520,'2018/05/21 00:17:00:670',10,1358,947,906,8
1521,'2018/05/21 00:17:00:719',10,1356,942,907,8
1522,'2018/05/21 00:17:00:792',10,1352,939,904,8
1523,'2018/05/21 00:17:00:792',10,1355,933,900,8
1524,'2018/05/21 00:17:00:872',10,1356,932,902,8
1525,'2018/05/21 00:17:00:932',10,1357,933,902,8
1526,'2018/05/21 00:17:00:933',10,1354,938,903,8
1527,'2018/05/21 00:17:01:003',10,1353,937,905,8
1528,'2018/05/21 00:17:01:003',10,1351,932,903,8
1529,'2018/05/21 00:17:01:058',10,1351,923,902,8
1530,'2018/05/21 00:17:01:111',10,1350,920,901,8
1531,'2018/05/21 00:17:01:190',10,1350,918,902,8
1532,'2018/05/21 00:17:01:190',10,1346,923,901,8
1533,'2018/05/21 00:17:01:258',10,1345,922,903,8
1534,'2018/05/21 00:17:01:258',10,1345,944,903,8
1535,'2018/05/21 00:17:01:309',10,1343,967,901,8
1536,'2018/05/21 00:17:01:388',10,1341,967,899,8
1537,'2018/05/21 00:17:01:433',10,1342,964,898,8
1538,'2018/05/21 00:17:01:433',10,1357,960,901,8
1539,'2018/05/21 00:17:01:509',10,1349,956,901,8
1540,'2018/05/21 00:17:01:578',10,1350,965,904,8
1541,'2018/05/21 00:17:01:588',10,1351,958,902,8
1542,'2018/05/21 00:17:01:654',10,1353,952,902,8
1543,'2018/05/21 00:17:01:724',10,1348,950,906,8
1544,'2018/05/21 00:17:01:724',10,1345,946,907,8
1545,'2018/05/21 00:17:01:772',10,1346,946,894,8
1546,'2018/05/21 00:17:01:839',10,1343,943,890,8
1547,'2018/05/21 00:17:01:902',10,1347,943,906,8
1548,'2018/05/21 00:17:01:902',10,1348,943,913,8
1549,'2018/05/21 00:17:01:974',10,1351,943,916,8
1550,'2018/05/21 00:17:01:974',10,1353,946,918,8
1551,'2018/05/21 00:17:02:043',10,1353,951,917,8
1552,'2018/05/21 00:17:02:123',10,1353,952,917,8
1553,'2018/05/21 00:17:02:123',10,1357,953,916,8
1554,'2018/05/21 00:17:02:177',10,1359,956,912,8
1555,'2018/05/21 00:17:02:188',10,1358,955,914,8
1556,'2018/05/21 00:17:02:256',10,1362,960,913,8
1557,'2018/05/21 00:17:02:315',10,1359,971,918,8
1558,'2018/05/21 00:17:02:318',10,1358,979,922,8
1559,'2018/05/21 00:17:02:371',10,1362,979,930,8
1560,'2018/05/21 00:17:02:440',10,1364,981,947,8
1561,'2018/05/21 00:17:02:485',10,1368,980,1017,8
1562,'2018/05/21 00:17:02:554',10,1370,980,1160,8
1563,'2018/05/21 00:17:02:554',10,1371,981,1145,8
1564,'2018/05/21 00:17:02:625',10,1368,981,1110,8
1565,'2018/05/21 00:17:02:625',10,1368,981,1079,8
1566,'2018/05/21 00:17:02:684',10,1373,980,1031,8
1567,'2018/05/21 00:17:02:756',10,1377,978,980,8
1568,'2018/05/21 00:17:02:756',10,1375,976,972,8
1569,'2018/05/21 00:17:02:809',10,1376,977,965,8
1570,'2018/05/21 00:17:02:854',10,1372,977,962,8
1571,'2018/05/21 00:17:02:920',10,1367,980,961,8
1572,'2018/05/21 00:17:02:982',10,1366,978,961,8
1573,'2018/05/21 00:17:02:982',10,1366,975,958,8
1574,'2018/05/21 00:17:03:053',10,1366,972,958,8
1575,'2018/05/21 00:17:03:053',10,1369,974,956,8
1576,'2018/05/21 00:17:03:106',10,1362,973,953,8
1577,'2018/05/21 00:17:03:171',10,1359,976,953,8
1578,'2018/05/21 00:17:03:236',10,1357,970,948,8
1579,'2018/05/21 00:17:03:236',10,1360,964,947,8
1580,'2018/05/21 00:17:03:286',10,1361,958,945,8
1581,'2018/05/21 00:17:03:352',10,1361,953,946,8
1582,'2018/05/21 00:17:03:352',10,1362,955,946,8
1583,'2018/05/21 00:17:03:424',10,1359,954,947,8
1584,'2018/05/21 00:17:03:473',10,1358,952,947,8
1585,'2018/05/21 00:17:03:528',10,1362,952,944,8
1586,'2018/05/21 00:17:03:533',10,1362,954,943,8
1587,'2018/05/21 00:17:03:608',10,1365,953,942,8
1588,'2018/05/21 00:17:03:665',10,1363,954,943,8
1589,'2018/05/21 00:17:03:666',10,1361,969,946,8
1590,'2018/05/21 00:17:03:717',10,1361,975,945,8
1591,'2018/05/21 00:17:03:790',10,1359,977,943,8
1592,'2018/05/21 00:17:03:790',10,1362,974,943,8
1593,'2018/05/21 00:17:03:836',10,1363,978,938,8
1594,'2018/05/21 00:17:03:905',10,1372,984,945,8
1595,'2018/05/21 00:17:03:952',10,1383,1009,951,8
1596,'2018/05/21 00:17:04:021',10,1385,1024,964,8
1597,'2018/05/21 00:17:04:021',10,1378,1033,969,8
1598,'2018/05/21 00:17:04:088',10,1387,1022,964,8
1599,'2018/05/21 00:17:04:088',10,1395,1013,961,8
1600,'2018/05/21 00:17:04:139',10,1395,1006,952,8
1601,'2018/05/21 00:17:04:207',10,1396,1006,950,8
1602,'2018/05/21 00:17:04:274',10,1393,1007,951,8
1603,'2018/05/21 00:17:04:274',10,1387,1011,947,8
1604,'2018/05/21 00:17:04:345',10,1383,1005,945,8
1605,'2018/05/21 00:17:04:410',10,1383,998,943,8
1606,'2018/05/21 00:17:04:410',10,1382,989,940,8
1607,'2018/05/21 00:17:04:487',10,1379,983,940,8
1608,'2018/05/21 00:17:04:487',10,1378,978,939,8
1609,'2018/05/21 00:17:04:540',10,1377,978,938,8
1610,'2018/05/21 00:17:04:610',10,1373,975,939,8
1611,'2018/05/21 00:17:04:610',10,1376,973,939,8
1612,'2018/05/21 00:17:04:675',10,1375,973,939,8
1613,'2018/05/21 00:17:04:744',10,1374,971,941,8
1614,'2018/05/21 00:17:04:744',10,1379,975,942,8
1615,'2018/05/21 00:17:04:791',10,1374,978,941,8
1616,'2018/05/21 00:17:04:859',10,1370,986,941,8
1617,'2018/05/21 00:17:04:924',10,1373,985,939,8
1618,'2018/05/21 00:17:04:924',10,1373,985,937,8
1619,'2018/05/21 00:17:04:996',10,1375,984,939,8
1620,'2018/05/21 00:17:04:996',10,1378,986,941,8
1621,'2018/05/21 00:17:05:063',10,1376,991,941,8
1622,'2018/05/21 00:17:05:136',10,1377,993,945,8
1623,'2018/05/21 00:17:05:136',10,1375,996,944,8
1624,'2018/05/21 00:17:05:194',10,1377,994,943,8
1625,'2018/05/21 00:17:05:253',10,1375,994,943,8
1626,'2018/05/21 00:17:05:253',10,1377,994,944,8
1627,'2018/05/21 00:17:05:327',10,1378,993,944,8
1628,'2018/05/21 00:17:05:395',10,1377,994,945,8
1629,'2018/05/21 00:17:05:395',10,1378,994,947,8
1630,'2018/05/21 00:17:05:468',10,1377,994,944,8
1631,'2018/05/21 00:17:05:468',10,1378,993,944,8
1632,'2018/05/21 00:17:05:549',10,1378,994,946,8
1633,'2018/05/21 00:17:05:554',10,1380,997,948,8
1634,'2018/05/21 00:17:05:626',10,1377,997,947,8
1635,'2018/05/21 00:17:05:699',10,1378,996,950,8
1636,'2018/05/21 00:17:05:699',10,1380,997,948,8
1637,'2018/05/21 00:17:05:777',10,1383,998,948,8
1638,'2018/05/21 00:17:05:777',10,1376,996,949,8
1639,'2018/05/21 00:17:05:837',10,1375,985,945,8
1640,'2018/05/21 00:17:05:907',10,1368,968,942,8
1641,'2018/05/21 00:17:05:907',10,1364,951,940,8
1642,'2018/05/21 00:17:05:976',10,1357,937,934,8
1643,'2018/05/21 00:17:06:024',10,1348,917,933,8
1644,'2018/05/21 00:17:06:025',10,1348,907,931,8
1645,'2018/05/21 00:17:06:097',10,1346,896,928,8
1646,'2018/05/21 00:17:06:153',10,1349,889,929,8
1647,'2018/05/21 00:17:06:158',10,1347,885,930,8
1648,'2018/05/21 00:17:06:215',10,1345,884,932,8
1649,'2018/05/21 00:17:06:294',10,1338,882,928,8
1650,'2018/05/21 00:17:06:294',10,1333,879,922,8
1651,'2018/05/21 00:17:06:340',10,1328,877,919,8
1652,'2018/05/21 00:17:06:411',10,1327,875,917,8
1653,'2018/05/21 00:17:06:459',10,1322,871,916,8
1654,'2018/05/21 00:17:06:460',10,1316,871,916,8
1655,'2018/05/21 00:17:06:517',10,1308,868,913,8
1656,'2018/05/21 00:17:06:593',10,1291,867,911,8
1657,'2018/05/21 00:17:06:593',10,1279,872,907,8
1658,'2018/05/21 00:17:06:658',10,1274,868,905,8
1659,'2018/05/21 00:17:06:727',10,1271,867,905,8
1660,'2018/05/21 00:17:06:727',10,1269,867,906,8
1661,'2018/05/21 00:17:06:794',10,1293,868,909,8
1662,'2018/05/21 00:17:06:842',10,1286,861,914,8
1663,'2018/05/21 00:17:06:908',10,1278,859,906,8
1664,'2018/05/21 00:17:06:908',10,1275,859,896,8
1665,'2018/05/21 00:17:06:984',10,1278,855,891,8
1666,'2018/05/21 00:17:06:985',10,1278,853,889,8
1667,'2018/05/21 00:17:07:062',10,1282,854,890,8
1668,'2018/05/21 00:17:07:062',10,1287,854,896,8
1669,'2018/05/21 00:17:07:138',10,1294,857,896,8
1670,'2018/05/21 00:17:07:209',10,1298,870,896,8
1671,'2018/05/21 00:17:07:209',10,1297,880,896,8
1672,'2018/05/21 00:17:07:260',10,1300,904,894,8
1673,'2018/05/21 00:17:07:328',10,1294,954,890,8
1674,'2018/05/21 00:17:07:328',10,1289,980,889,8
1675,'2018/05/21 00:17:07:396',10,1289,994,891,8
1676,'2018/05/21 00:17:07:463',10,1291,980,889,8
1677,'2018/05/21 00:17:07:463',10,1290,999,888,8
1678,'2018/05/21 00:17:07:548',10,1292,1001,889,8
1679,'2018/05/21 00:17:07:548',10,1284,973,889,8
1680,'2018/05/21 00:17:07:622',10,1281,919,888,8
1681,'2018/05/21 00:17:07:622',10,1275,896,886,8
1682,'2018/05/21 00:17:07:677',10,1272,878,885,8
1683,'2018/05/21 00:17:07:745',10,1270,875,884,8
1684,'2018/05/21 00:17:07:814',10,1273,874,884,8
1685,'2018/05/21 00:17:07:814',10,1269,873,884,8
1686,'2018/05/21 00:17:07:897',10,1271,876,890,8
1687,'2018/05/21 00:17:07:897',10,1273,880,890,8
1688,'2018/05/21 00:17:07:993',10,1271,876,893,8
1689,'2018/05/21 00:17:07:993',10,1282,875,893,8
1690,'2018/05/21 00:17:08:059',10,1288,875,890,8
1691,'2018/05/21 00:17:08:059',10,1292,875,889,8
1692,'2018/05/21 00:17:08:128',10,1297,873,890,8
1693,'2018/05/21 00:17:08:199',10,1299,873,888,8
1694,'2018/05/21 00:17:08:277',10,1297,876,889,8
1695,'2018/05/21 00:17:08:278',10,1297,875,889,8
1696,'2018/05/21 00:17:08:282',10,1299,876,887,8
1697,'2018/05/21 00:17:08:340',10,1301,876,889,8
1698,'2018/05/21 00:17:08:400',10,1300,877,888,8
1699,'2018/05/21 00:17:08:400',10,1301,877,890,8
1700,'2018/05/21 00:17:08:483',10,1301,882,888,8
1701,'2018/05/21 00:17:08:485',10,1301,885,887,8
1702,'2018/05/21 00:17:08:543',10,1305,888,887,8
1703,'2018/05/21 00:17:08:606',10,1307,893,886,8
